rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_ppr_per_gp,fpts_ppr
1294,26185,Elijah Simmons,TB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.6,10.5
1295,22808,Brandin Echols,PIT,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.1,0.1,0.6,10.5
1296,25197,Logan Lee,PIT,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.1,0.6,10.5
1297,26129,Cam Jackson,CAR,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.0,0.6,10.4
1298,28182,Zach Durfee,JAX,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.6,10.4
1299,20967,Jerry Tillery,IND,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.1,0.6,10.4
1300,25413,Evan Anderson,SF,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.1,0.6,10.3
1301,19228,Josh Tupou,NYG,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.0,0.6,10.3
1302,26481,Sebastian Valdez,SF,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.1,0.6,10.3
1303,6489,Josh Johnson,CIN,QB,17,176.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,10.3
1304,24439,Terell Smith,CHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.6,10.3
1305,19880,Derrick Nnadi,IND,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.6,10.3
1306,20380,Matt Dickerson,JAX,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.6,10.3
1307,26128,Cam Horsley,TEN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.1,0.6,10.3
1308,24063,Jeremiah Pharms Jr.,NE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.0,0.6,10.3
1309,25390,Jamree Kromah,CHI,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.1,0.6,10.3
1310,25235,Edefuan Ulofoshio,CLE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.6,10.2
1311,24394,Robert Beal Jr.,MIA,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,0.6,10.2
1312,26902,Tim Keenan III,LAR,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.6,10.2
1313,26165,Kitan Crawford,ARI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.6,10.2
1314,24343,Nikko Remigio,KC,WR,17,0.0,0.0,0.0,3.0,0.0,5.8,40.7,0.0,0.0,0.0,0.0,0.0,0.6,10.2
1315,24497,DJ Ivey,CIN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.6,10.2
1316,24950,Ennis Rakestraw Jr.,DET,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.6,10.1
1317,23528,John Ridgeway III,NO,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.6,10.0
1318,22869,Levi Onwuzurike,DET,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.1,0.6,10.0
1319,27006,Rayshaun Benny,BAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.6,9.9
1320,24230,Sydney Brown,ATL,S,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,1.7,9.9
1321,24236,Isaiah Foskey,CIN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.0,0.6,9.9
1322,26308,Kyonte Hamilton,HOU,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.1,0.6,9.9
1323,23520,Jordan Jackson,DEN,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.6,9.8
1324,25112,Jared Wiley,KC,TE,17,0.0,0.0,0.0,0.0,0.0,3.9,40.7,0.3,0.0,0.0,0.0,0.0,0.6,9.8
1325,24456,Starling Thomas V,ARI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.6,9.8
1326,24274,Tyler Lacy,DET,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.1,0.6,9.7
1327,25436,Taki Taimani,MIN,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.1,0.6,9.7
1328,26400,Keivie Rose,JAX,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.6,9.6
1329,24990,Jarquez Hunter,LAR,RB,17,0.0,0.0,0.0,63.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.6,9.6
1330,26987,Keyron Crawford,LV,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.6,9.6
1331,28534,Jamal Haynes,CIN,RB,17,0.0,0.0,0.0,63.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.6,9.6
1332,26134,Cobee Bryant,ATL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.6,9.6
1333,19988,Tyler Conklin,DET,TE,17,0.0,0.0,0.0,0.0,0.0,3.7,40.9,0.3,0.0,0.0,0.0,0.0,0.6,9.6
1334,26219,Tommy Akingbesote,BUF,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.1,0.6,9.6
1335,22807,Asante Samuel Jr.,PIT,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.6,9.6
1336,18056,Dean Lowry,PIT,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.1,0.6,9.6
1337,25989,Lan Larison,NE,RB,17,0.0,0.0,0.0,66.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,9.5
1338,26514,Dom Jones,CLE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.5,9.3
1339,28197,Landon Robinson,CIN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,9.3
1340,22535,Elijah Mitchell,PHI,RB,17,0.0,0.0,0.0,59.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.5,9.3
1341,23513,Matthew Butler,MIA,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.5,9.3
1342,25167,McKinnley Jackson,CIN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.0,0.5,9.2
1343,25154,Nehemiah Pritchett,SEA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.5,9.2
1344,26961,Eli Heidenreich,PIT,RB,17,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.2
1345,22713,Quinton Bohanna,JAX,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.5,9.2
1346,24925,Mekhi Wingo,DET,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.5,9.2
1347,25335,Khristian Boyd,NO,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.5,9.1
1348,22815,Darrick Forrest,SF,S,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.7,9.1
1349,24182,Alex Austin,MIA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.5,9.1
1350,23590,Haggai Ndubuisi,TB,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,0.5,9.0
1351,22941,Sam Kamara,CLE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.5,9.0
1352,25158,Marcus Harris,KC,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.0,0.5,9.0
1353,23276,Phidarian Mathis,BUF,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.5,9.0
1354,25267,Eric Watts,NYJ,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,0.5,9.0
1355,23681,Darrell Baker Jr.,MIA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.5,8.9
1356,22829,Darren Hall,ATL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.5,8.9
1357,25988,Moliki Matavao,NO,TE,17,0.0,0.0,0.0,0.0,0.0,5.2,37.5,0.0,0.0,0.0,0.0,0.0,0.5,8.9
1358,25233,Myles Cole,NO,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,0.5,8.8
1359,24354,Blake Whiteheart,CLE,TE,17,0.0,0.0,0.0,0.0,0.0,3.5,28.9,0.4,0.0,0.0,0.0,0.0,0.5,8.8
1360,24426,PJ Mustipher,ARI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.5,8.7
1361,22050,Darnay Holmes,ATL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.5,8.7
1362,25307,Darius Cooper,PHI,WR,17,0.0,0.0,0.0,0.0,0.0,3.9,35.3,0.2,0.0,0.0,0.0,0.0,0.5,8.6
1363,19070,Chuck Clark,DET,S,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,1.7,8.6
1364,24830,C.J. Okoye,BAL,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.5,8.6
1365,24686,Nate Adkins,DEN,TE,17,0.0,0.0,0.0,0.0,0.0,4.3,30.8,0.2,0.0,0.0,0.0,0.0,0.5,8.6
1366,21984,Willie Gay Jr.,MIA,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5,8.6
1367,21422,Shy Tuttle,WAS,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.5,8.6
1368,26437,Treven Ma'ae,LV,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,0.5,8.6
1369,28230,Parker Hughes,JAX,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,8.5
1370,21964,Cody White,SEA,WR,17,0.0,0.0,0.0,0.0,0.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0,0.5,8.5
1371,24496,Jordon Riley,GB,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.5,8.5
1372,22822,Ta'Quon Graham,PHI,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.5,8.5
1373,23231,Tyler Badie,DEN,RB,17,0.0,0.0,0.0,16.0,0.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.5,8.4
1374,28266,Carlos Allen Jr.,ATL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.5,8.4
1375,26949,Dean Connors,LAR,RB,17,0.0,0.0,0.0,46.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.5,8.4
1376,28198,Anterio Thompson,ATL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.5,8.3
1377,26601,J.R. Singleton,SEA,NT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.5,8.2
1378,25411,Jimmy Ciarlo,BUF,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.5,8.2
1379,26305,Austin Keys,ARI,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,8.1
1380,23650,Lucas Krull,DEN,TE,17,0.0,0.0,0.0,0.0,0.0,4.0,41.0,0.0,0.0,0.0,0.0,0.0,0.5,8.1
1381,26045,Malik Verdon,ATL,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,8.0
1382,22511,Quintin Morris,JAX,TE,17,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0
1383,26903,Skyler Gill-Howard,DET,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.5,8.0
1384,25631,Miles Battle,MIA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.5,7.9
1385,25239,Solomon Byrd,HOU,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.5,7.8
1386,22920,Isaiahh Loudermilk,MIN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.5,7.8
1387,26891,Harold Perkins Jr.,ATL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,7.8
1388,23661,Mike Brown,NE,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,7.8
1389,26855,Romello Height,SF,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.5,7.8
1390,26890,Daylen Everette,PIT,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.5,7.8
1391,24533,Ben Sims,MIA,TE,17,0.0,0.0,0.0,0.0,0.0,3.3,32.5,0.2,0.0,0.0,0.0,0.0,0.5,7.8
1392,28335,Tommy Dunn,DAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,7.5
1393,26029,Damien Martinez,GB,RB,17,0.0,0.0,0.0,41.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.4,7.5
1394,28100,Red Murdock,DEN,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,7.5
1395,28070,Bobby Jamison-Travis,NYG,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,7.5
1396,22661,Jack Stoll,CLE,TE,17,0.0,0.0,0.0,0.0,0.0,4.0,35.0,0.0,0.0,0.0,0.0,0.0,0.4,7.5
1397,25264,JD Bertrand,ATL,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.4,7.4
1398,23426,Joshua Williams,TEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.4,7.4
1399,28189,Jackson Kuwatch,CAR,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,7.3
1400,24146,Mazi Smith,NYJ,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.4,7.3
1401,24364,Jalen Graham,SF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.4,7.3
1402,27014,Tyreak Sapp,CLE,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,7.3
1403,26914,Logan Fano,CLE,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,7.3
1404,26183,RJ Mickens,LAC,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.4,7.3
1405,24480,Josh Hayes,TB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,7.3
1406,23391,Jesse Luketa,NE,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,7.3
1407,28398,Kody Huisman,BUF,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.4,7.2
1408,28355,D.J. Withers,DAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,7.2
1409,25274,Javon Solomon,BUF,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.4,7.2
1410,21354,Demetrius Flannigan-Fowles,BUF,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.4,7.2
1411,23600,Joey Blount,ARI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,7.2
1412,24871,Natrone Brooks,ATL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,7.2
1413,21306,Del'Shawn Phillips,LAC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,7.2
1414,25054,Dylan Laube,LV,RB,17,0.0,0.0,0.0,27.4,0.0,2.6,13.8,0.1,0.0,0.0,0.0,0.0,0.4,7.1
1415,23687,Jack Cochrane,KC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.4,7.1
1416,23660,Segun Olubi,LV,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.4,7.1
1417,26871,Colton Hood,NYG,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,7.1
1418,26057,Arian Smith,NYJ,WR,17,0.0,0.0,0.0,6.0,0.0,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.4,7.1
1419,23939,Brenden Schooler,NE,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,7.1
1420,26294,Ethan Robinson,MIA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,7.0
1421,23329,Cameron Thomas,ATL,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.4,7.0
1422,22553,Michael Carter,TEN,RB,17,0.0,0.0,0.0,33.9,0.2,1.5,11.0,0.0,0.0,0.0,0.0,0.0,0.4,7.0
1423,26188,Ethan Downs,KC,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,7.0
1424,28228,Gabriel Rubio,PIT,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.4,7.0
1425,23379,Tyreke Smith,KC,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,6.9
1426,26274,Ben Yurosek,MIN,TE,17,0.0,0.0,0.0,0.0,0.0,3.3,35.9,0.0,0.0,0.0,0.0,0.0,0.4,6.9
1427,24481,Zaire Barnes,NYG,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,6.9
1428,23388,DeAngelo Malone,ATL,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.0,0.4,6.9
1429,24655,Christian Izien,DET,S,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.4,6.8
1430,28231,Uar Bernard,PHI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,6.8
1431,28384,Deshawn McKnight,TB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,6.8
1432,26973,Will Lee III,CAR,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,6.8
1433,25168,Dwight McGlothern,MIN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,6.8
1434,23021,Zayne Anderson,MIA,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.4,6.8
1435,25252,Jaylan Ford,NO,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,6.7
1436,21989,Mykal Walker,NYJ,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,6.7
1437,26304,Justin Barron,DAL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.4,6.6
1438,26844,Noah Thomas,CIN,WR,17,0.0,0.0,0.0,0.0,0.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,0.4,6.6
1439,26967,Trebor Pena,JAX,WR,17,0.0,0.0,0.0,0.0,0.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,0.4,6.6
1440,26945,Reggie Virgil,ARI,WR,17,0.0,0.0,0.0,0.0,0.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,0.4,6.6
1441,26851,Chase Roberts,LV,WR,17,0.0,0.0,0.0,0.0,0.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,0.4,6.6
1442,28138,Dane Key,DEN,WR,17,0.0,0.0,0.0,0.0,0.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,0.4,6.6
1443,26215,Shemar Turner,CHI,DL,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.6,6.6
1444,21721,Devin Duvernay,ARI,WR,17,0.0,0.0,0.0,3.0,0.0,3.6,36.7,0.0,0.0,0.0,0.0,0.0,0.4,6.6
1445,25126,Anthony Gould,IND,WR,17,0.0,0.0,0.0,3.0,0.0,2.3,27.0,0.2,0.0,0.0,0.0,0.0,0.4,6.5
1446,21675,Tyler Johnson,DAL,WR,17,0.0,0.0,0.0,0.0,0.0,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.4,6.5
1447,24397,Jalen Brooks,ARI,WR,17,0.0,0.0,0.0,0.0,0.0,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.4,6.5
1448,28499,Mani Powell,TEN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,6.5
1449,25531,Jordan Colbert,MIA,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,6.3
1450,22095,Mike Danna,BUF,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.1,0.4,6.3
1451,22945,Jack Heflin,NYJ,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,6.3
1452,25487,Carl Jones,BAL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.4,6.3
1453,25642,Kameron Johnson,TB,WR,17,0.0,0.0,0.0,0.0,0.0,2.9,33.7,0.0,0.0,0.0,0.0,0.0,0.4,6.3
1454,22838,Chris Rumph II,NO,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.4,6.3
1455,26073,Jack Kiser,JAX,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.4,6.3
1456,26920,Genesis Smith,LAC,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,6.2
1457,26393,Marlowe Wax,LAC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,6.2
1458,23438,Chad Muma,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6.2
1459,23602,Tristin McCollum,LV,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,6.2
1460,22926,Nick Niemann,GB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.4,6.1
1461,22506,Brevin Jordan,HOU,TE,17,0.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.4,6.1
1462,28097,Aiden Fisher,HOU,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,6.1
1463,23544,Jack Sanborn,CHI,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.4,6.1
1464,26311,Chaz Chambliss,MIN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.4,6.0
1465,26962,Kaden Wetjen,PIT,WR,17,0.0,0.0,0.0,0.0,0.0,2.9,30.8,0.0,0.0,0.0,0.0,0.0,0.4,6.0
1466,25245,Marist Liufau,DAL,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.4,6.0
1467,26429,Kevin Knowles,KC,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.3,5.9
